작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,세부내용
2019-06-04,삼성전자,005930,어부지리 기회 빨리 올 수 있다,"52,000",Buy,노근창,현대차투자증권,"삼성전자(005930)어부지리 기회 빨리 올 수 있다2분기 영업이익 전망치를 기존 전망치 대비 6.6% 하향한 5.7 조원으로 변경 2019년과 2020년 영업 이익 전망치도 각각 7.8%, 13.1% 하향함"
2019-06-03,삼성전자,005930,실적 기대보다는 주주환원 가치에 주목 분할 매수 전략,"56,000",Buy,박원재,미래에셋대우,삼성전자(005930)실적 기대보다는 주주환원 가치에 주목. 분할 매수 전략삼성전자(005930)실적 기대보다는 주주환원 가치에 주목. 분할 매수 전략
2019-06-03,삼성전자,005930,예상보다 클 수 있는 화웨이 제재 수혜,"56,000",Buy,송명섭,하이투자증권,삼성전자(005930)예상보다 클 수 있는 화웨이 제재 수혜예상보다 클 수 있는 화웨이 제재 수혜
2019-05-29,삼성전자,005930,클리컬에서때론필요한과감한결정,"55,000",Buy,김선우,메리츠종금증권,삼성전자(005930)클리컬에서때론필요한과감한결정클리컬에서때론필요한과감한결정
2019-05-28,삼성전자,005930,반도체 업황 회복 지연되나 중기 최저점 통과 중,"49,000",Buy,김영우,SK증권,"삼성전자(005930)반도체 업황 회복 지연되나, 중기 최저점 통과 중①미중무역전쟁으로 5G 모멘텀 늦어질 수 있다는 우려 제기 ②’19년 하반기 DRAM 가격 하락 지속 예상되나, 속도는 완만해질 것 ③92단 V-NAND 및 QLC SSD 생산 확대로 하반기 원가 경쟁력 개선 ④미국의 Huawei 견제로 IM 사업부 판매량 및 M/S 상승 기대"
2019-05-24,삼성전자,005930,알고 보면 안전한 격납고,"56,000",Buy,김경민,하나금융투자,삼성전자(005930)알고 보면 안전한 격납고무역갈등의 실질적 영향 측면에서 가장 안정적 2020년 증익 로드맵이라는 큰 그림은 여전히 유지
2019-05-22,삼성전자,005930,비메모리반도체 사업 전략,"52,000",Buy,이재윤,유안타증권,삼성전자(005930)비메모리반도체 사업 전략2Q19 영업이익 5.8조원으로 다소 부진할 전망 2Q19~3Q19까지는 실적 불확실성 요인 상존 삼성전자 비베모리반도체 사업 전략
2019-05-22,삼성전자,005930,비메모리 10년 만의 퀀텀 점프 BUY Maintain,"55,000",Buy,박유악,키움증권,"삼성전자(005930): 비메모리, 10년 만의 퀀텀 점프 BUY (Maintain)◎ 비메모리 퀀텀 점프 시작 ◎ 2H19 메모리 반도체 수급 개선"
2019-05-21,삼성전자,005930,3nm GAA 기술 공개,"55,000",Buy,도현우,NH투자증권,삼성전자(005930)3nm GAA 기술 공개3nm GAA 기술 공개
2019-05-17,삼성전자,005930,3Q19부터 반도체 실적 개선,"60,000",Buy,최도연,신한금융투자,"삼성전자(005930)3Q19부터 반도체 실적 개선2분기 영업이익 6.06조원(-2.8% QoQ) 전망 19년 영업이익 27.99조원(-52.4% YoY) 전망 3Q19부터 실적 증가 구간 진입. 목표주가 60,000원 유지"
2019-05-16,삼성전자,005930,2Q19를 저점으로 점진적인 실적 개선 기대 추가 주주 환원 가능성은 주가에 긍정적,"56,000",Buy,박원재,미래에셋대우,삼성전자(005930)2Q19를 저점으로 점진적인 실적 개선 기대. 추가 주주 환원 가능성은 주가에 긍정적2Q19를 저점으로 점진적인 실적 개선 기대. 추가 주주 환원 가능성은 주가에 긍정적
2019-05-08,삼성전자,005930,관건은 하반기 개선의 속도,"53,000",Buy,"황민성,배현기",삼성증권,"삼성전자(005930)관건은 하반기 개선의 속도● 실적발표는 지난 분기 보다는 하반기 개선에 다소 보수적인 톤으로 판단 ● 메모리 연간 수요전망 하향에도 변하지 않은 공급은 더딘 하반기 재고소진을 의미 ● 매수의견과 목표가 53,000원 유지"
2019-05-02,삼성전자,005930,하반기 회복 시그널 재확인,"58,000",Buy,이순학,한화투자증권,삼성전자(005930)하반기 회복 시그널 재확인삼성전자(005930)하반기 회복 시그널 재확인
2019-05-02,삼성전자,005930,낮아진 실적 기대와 추가 주주 환원 가능성,"56,000",Buy,"박원재,김철중",미래에셋대우,삼성전자(005930)낮아진 실적 기대와 추가 주주 환원 가능성낮아진 실적 기대와 추가 주주 환원 가능성
2019-05-02,삼성전자,005930,2Q19말 서버 DRAM 수요와 EPS의 상승 전환 예상,"52,000",Buy,박유악,키움증권,"삼성전자(005930)2Q19말 서버 DRAM 수요와 EPS의 상승 전환 예상1Q19 부문별 실적은 반도체와 CE가 예상 대비 양호, 디스플레이 부합, IM은 부진 했음. 2Q19는 영업이익 5.5조원으로 분기 실적 저점 예상. 현 수준에서 주가의 추 세 상승이 나타나기 위해서는 서버 DRAM의 수요 회복과 전사 EPS의 상승 전환이 필요하다고 판단, 해당 시점을 2Q19말로 예상하고 있음. 주가의 기간 조정이 나타 날 수 있을 것..."
2019-05-02,삼성전자,005930,하반기 실적 개선 기대,"55,000",Buy,도현우,NH투자증권,삼성전자(005930)하반기 실적 개선 기대하반기 실적 개선 기대
2019-05-02,삼성전자,005930,아직은 저점매수가 맞다,"52,000",Buy,노근창,현대차투자증권,삼성전자(005930)아직은 저점매수가 맞다아직은 저점매수가 맞다
2019-05-02,삼성전자,005930,3분기부터 이익 회복,"55,000",Buy,유종우,한국투자증권,삼성전자(005930)3분기부터 이익 회복3분기부터 이익 회복
2019-05-02,삼성전자,005930,3Q19부터 반도체 실적 개선,"60,000",Buy,"최도연,소현철",신한금융투자,"삼성전자(005930)3Q19부터 반도체 실적 개선1분기 영업이익 6.23조원(-42.3% QoQ) 기록  2분기 영업이익 6.06조원(-2.8% QoQ) 전망  3Q19부터 실적 증가 구간 진입. 목표주가 60,000원 유지"
2019-05-02,삼성전자,005930,주저하다 장기화되는 실적 부진,"55,000",Buy,"김선우,서승연",메리츠종금증권,삼성전자(005930)주저하다 장기화되는 실적 부진주저하다 장기화되는 실적 부진
2019-05-02,삼성전자,005930,2분기 영업이익 5 8조원 전망,"52,000",Buy,"이재윤,백길현",유안타증권,"삼성전자(005930)2분기 영업이익 5.8조원 전망1Q19 영업이익 6.2조원, 사업부별 실적 발표 2Q19 영업이익 5.8조원으로 다소 부진할 전망"
2019-05-02,삼성전자,005930,2Q19 감익 우려에도 불구 투자 매력은 증가,"53,000",Buy,"김양재, 문정윤",KTB투자증권,삼성전자(005930)2Q19 감익 우려에도 불구 투자 매력은 증가2Q19 감익 우려에도 불구 투자 매력은 증가
2019-05-02,삼성전자,005930,2분기가 실적 저점일 것,"53,000",매수,김운호,IBK투자증권,삼성전자(005930)2분기가 실적 저점일 것2분기가 실적 저점일 것
2019-05-02,삼성전자,005930,방향을 제시하다,"58,000",Buy,어규진,이베스트증권,삼성전자(005930)방향을 제시하다!삼성전자(005930)방향을 제시하다!
2019-05-02,삼성전자,005930,2분기 실적 저점으로 하반기 개선,"53,000",Buy,이승우,유진투자증권,"삼성전자(005930)2분기 실적 저점으로 하반기 개선1분기 실적 요약: 매출 52.4조(전년비 -13%), 영업이익 6.2조(전년비 -60%)  2분기 실적 저점 후 하반기 개선  투자의견 ‘BUY’, 목표가 53,000원 (유지)"
2019-05-02,삼성전자,005930,경칩 이 지났다 이미 봄이다,"56,000",Buy,"김경민,김록호",하나금융투자,"삼성전자(005930)경칩(驚蟄)이 지났다. 이미 봄이다.삼성전자의 1Q19 실적 컨콜, SK하이닉스 대비 보수적 보수적 커뮤니케이션 감안해 2Q19 영업이익 6.32조원 추정 4월 반도체 수출의 역성장폭 완화. 업황 회복 흐름 가시화"
2019-05-02,삼성전자,005930,2분기 소폭 감소 하반기 본격 회복,"50,000",Buy,"이수빈,박강호",대신증권,"삼성전자(005930)2분기 소폭 감소, 하반기 본격 회복2분기 소폭 감소, 하반기 본격 회복"
2019-04-15,삼성전자,005930,조정은 짧고 반등은 길고,"58,000",Buy,어규진,이베스트증권,삼성전자(005930)조정은 짧고 반등은 길고!조정은 짧고 반등은 길었다 서버 수요는 개선될 것
2019-04-08,삼성전자,005930,파도보다는 바람의 방향에 주목할 때,"52,000",Buy,노근창,현대차투자증권,삼성전자(005930)파도보다는 바람의 방향에 주목할 때파도보다는 바람의 방향에 주목할 때
2019-04-08,삼성전자,005930,하반기 수요 개선 예상,"55,000",Buy,도현우,NH투자증권,삼성전자(005930)하반기 수요 개선 예상하반기 수요 개선 예상
2019-04-08,삼성전자,005930,2분기까지는 부진 지속,"50,000",Buy,"이수빈,박강호",대신증권,삼성전자(005930)2분기까지는 부진 지속2분기까지는 부진 지속
2019-04-08,삼성전자,005930,1분기 잠정실적 바닥형성,"56,000",Buy,"김동원,황고운",KB증권,삼성전자(005930)1분기 잠정실적 : 바닥형성삼성전자(005930)1분기 잠정실적 : 바닥형성
2019-04-08,삼성전자,005930,하반기 부품가격 하락으로 인한 수요회복 기대,"52,000",Buy,유종우,한국투자증권,삼성전자(005930)하반기 부품가격 하락으로 인한 수요회복 기대하반기 부품가격 하락으로 인한 수요회복 기대
2019-04-08,삼성전자,005930,예고된 실적 부진,"58,000",Buy,어규진,이베스트증권,"삼성전자(005930)예고된 실적 부진!1분기 예고된 실적 부진 이러면 2분기 증익? 투자의견 매수, 목표주가 58,000원 유지"
2019-04-08,삼성전자,005930,높아지는 주주 환원 기대감 Vs 1H19 부진,"56,000",Buy,"박원재,김철중",미래에셋대우,"삼성전자(005930)높아지는 주주 환원 기대감 Vs. 1H19 부진1Q19 영업(잠정) 실적 발표: 영업이익 6.2조원(-60.4% YoY, -42.6% QoQ) 반도체/디스플레이 부진, 스마트폰/가전 견조 투자의견 ‘매수’ 및 12개월 목표주가 56,000원 유지"
2019-04-08,삼성전자,005930,예고된 지나간 어닝 쇼크,"53,000",Buy,이승우,유진투자증권,삼성전자(005930)예고된 & 지나간 어닝 쇼크삼성전자(005930)예고된 & 지나간 어닝 쇼크
2019-04-08,삼성전자,005930,예고된 부진 하지만 갈길 먼 실적 개선,0,-,"김선우,서승연",메리츠종금증권,"삼성전자(005930)예고된 부진, 하지만 갈길 먼 실적 개선삼성전자 1Q19 잠정실적 발표 – 예고된 부진, 하지만 머나먼 반등 DRAM 1xnm 불량 이슈에 대란 당사의 견해 – 공급과잉 기조에 변화 전무"
2019-04-08,삼성전자,005930,수요 충격에서 벗어나기 시작한 반도체 업황,"52,000",Buy,박유악,키움증권,"삼성전자(005930)수요 충격에서 벗어나기 시작한 반도체 업황2Q19 실적은 IM 부문의 마케팅비용 증가로 인해 하락할 전망이나, 분기 저점이 형 성될 것. 1Q19 모바일 DRAM과 NAND를 시작으로 2Q19에는 서버 DRAM의 수요 개선이 나타날 것이기 때문. 반도체 가격도 연말/연초의 충격에서 벗어나며 우리의 예상 범위 내에서 움직이기 시작. 이는 추가적인 실적 하향 조정 가능성이 낮아졌고, 향후 수요 회복의..."
2019-04-08,삼성전자,005930,1Q19P 잠정 실적 예고된 실적 부진,"53,000",Buy,"김양재, 문정윤",KTB투자증권,삼성전자(005930)1Q19P 잠정 실적: 예고된 실적 부진1Q19P 잠정 실적: 예고된 실적 부진
2019-04-08,삼성전자,005930,1분기 실적은 예상수준,"53,000",Buy,김운호,IBK투자증권,"삼성전자(005930) 1분기 실적은 예상수준1분기 잠정 실적 매출액은 52조, 영업이익은 6.2조 1분기 반도체: 비, 디스플레이: 비, 모바일: 갬 투자의견 매수, 목표주가 53,000원 유지"
2019-04-04,삼성전자,005930,투자자 시선은 하반기로 옮겨갔다,"56,000",Buy,"김경민,김록호",하나금융투자,"삼성전자(005930)투자자 시선은 하반기로 옮겨갔다1Q19 잠정영업이익 6.2조원 전망. IM 2.5조원, 반도체 4.3조원 주가 모멘텀은 상반기 실적(X), 하반기 반도체 업황 개선 여부(O) 긍정적인 점은 캡티브 고객의 모바일 수요와 양호한 NAND 재고"
2019-04-01,삼성전자,005930,알려진 실적 부진 우려 Vs 높아지는 주주 환원 기대,"56,000",Buy,김철중,미래에셋대우,삼성전자(005930) 알려진 실적 부진 우려 Vs. 높아지는 주주 환원 기대삼성전자(005930) 알려진 실적 부진 우려 Vs. 높아지는 주주 환원 기대
2019-03-29,삼성전자,005930,최악의 국면을 통과 중,"52,000",Buy,"김동원,황고운",KB증권,"삼성전자(005930)최악의 국면을 통과 중1분기 추정 영업이익 6.1조원:반도체, DP 부진 1분기 실적, 바닥을 형성할 전망"
2019-03-27,삼성전자,005930,투자의 시각을 하반기로 돌려야 할 시기,"52,000",Buy,박유악,키움증권,"삼성전자(005930)투자의 시각을 하반기로 돌려야 할 시기1Q19 영업이익 6.5조원, 시장 컨센서스 하회할 전망. 디스플레이 적자 폭과 IM 사 업부의 수익성 부진이 예상 대비 클 것으로 추정되기 때문. 2Q19는 영업이익 5.8조 원으로 분기 실적 저점 형성될 것으로 판단. IM 부문의 마케팅비용 증가와 메모리 가격의 추가 하락에 따른 실적 둔화가 예상되지만, 서버 DRAM과 NAND의 수요 회 복이 나타나기..."
2019-03-27,삼성전자,005930,일희일비하지 말자,"50,000",Buy,"이수빈,박강호",대신증권,삼성전자(005930)일희일비하지 말자일희일비하지 말자
2019-03-27,삼성전자,005930,실적 개선은 2분기 이후,"53,000",Buy,김운호,IBK투자증권,"삼성전자(005930)실적 개선은 2분기 이후2019년 1분기 예상 매출액 53조 9,500억원, 영업이익 6조 2,350억원 보릿고개 넘는 중 투자의견 매수, 목표주가 53,000원 유지"
2019-03-27,삼성전자,005930,큰 방향의 중심에 있다,"52,000",Buy,노근창,현대차투자증권,삼성전자(005930)큰 방향의 중심에 있다큰 방향의 중심에 있다
2019-03-27,삼성전자,005930,명확한 바닥 확인의 메시지,"52,000",Buy,이순학,한화투자증권,삼성전자(005930)명확한 바닥 확인의 메시지1분기 예상 영업이익 6.3조 원으로 하향 조정 2분기부터 실적 회복은 여전히 유효
2019-03-27,삼성전자,005930,1분기 실적 기대치 하회 전망,0,-,"김동원,황고운",KB증권,"삼성전자(005930)1분기 실적, 기대치 하회 전망1분기 실적 전망 공시: 반도체, 디스플레이 부진 하반기 완만한 회복 전망: M&A 및 배당 기대는 유효"
2019-03-26,삼성전자,005930,실적 둔화 공시의 두 가지 의미,0,-,"김선우,서승연",메리츠종금증권,삼성전자(005930)실적 둔화 공시의 두 가지 의미삼성전자 1Q19 잠정실적 발표 이전 기대치 하회 설명자료 공시
2019-03-26,삼성전자,005930,바람 불어도 괜찮아요,"58,000",Buy,어규진,이베스트증권,삼성전자(005930)바람 불어도 괜찮아요!삼성전자(005930)바람 불어도 괜찮아요!
2019-03-22,삼성전자,005930,1Q19 실적 부진,"55,000",Buy,도현우,NH투자증권,"삼성전자(005930)1Q19 실적 부진1Q19 디스플레이, 반도체 실적 부진 2Q19부터 전사 실적 개선 가능"
2019-03-21,삼성전자,005930,업황 회복에 대한 신호 감지,"52,000",Buy,이순학,한화투자증권,"삼성전자(005930)업황 회복에 대한 신호 감지1분기 영업이익 7조 원 전망 1분기를 바닥으로 2분기부터 실적 상승 예상 목표주가 52,000원, 투자의견 BUY 유지"
2019-03-19,삼성전자,005930,고소득 월급쟁이가 자산가가 되어가는 과정,"56,000",Buy,"박원재,김철중",미래에셋대우,삼성전자(005930) 고소득 월급쟁이가 자산가가 되어가는 과정삼성전자(005930) 고소득 월급쟁이가 자산가가 되어가는 과정
2019-03-19,삼성전자,005930,PER의 시대 이익 레벨보다는 방향성,"53,000",Buy,이승우,유진투자증권,"삼성전자(005930)高 PER의 시대, 이익 레벨보다는 방향성 1Q19 Preview: 부진할 것이라는 예상보다 더 부진  상반기보다는 하반기, 2019년보다는 2020년  高 PER의 시대, 이익의 레벨보다는 방향성"
2019-03-18,삼성전자,005930,실적 하향 조정의 마무리 국면,"52,000",Buy,"박유악,김소원",키움증권,"삼성전자(005930)실적 하향 조정의 마무리 국면◎ 풍부한 현금. 반도체 업체 인수 기대감 증가 ◎ IM 사업부 수익성 개선 예상 ◎ 투자의견 'BUY' 유지, 목표주가 52,000원 유지"
2019-03-15,삼성전자,005930,,"52,000",Buy,유종우,한국투자증권,"삼성전자(005930)1분기 매출액 55.2조원, 영업이익 6.8조원 디램 bit growth는 예상 상회, 점유율 회복 중 낸드 가격 하락폭이 더 커졌다"
2019-03-14,삼성전자,005930,실적 하향 마무리 구간,"58,000",Buy,"최도연,소현철",신한금융투자,삼성전자(005930)실적 하향 마무리 구간 1Q19 영업이익 7.14조원(-33.9% QoQ) 전망  2Q19에 반도체 업황 바닥 시그널 확인 전망  실적 시즌을 매수 기회로 추천
2019-03-13,삼성전자,005930,1Q19 Preview 의도치 않은 상저하고 실적,"53,000",Buy,"김양재, 문정윤",KTB투자증권,삼성전자(005930)1Q19 Preview: 의도치 않은 상저하고 실적삼성전자 1Q19 실적 Preview 및 투자 전략 점검
2019-03-11,삼성전자,005930,디스플레이 실적 부진,"55,000",Buy,도현우,NH투자증권,삼성전자(005930)디스플레이 실적 부진1Q19 실적 부진 3Q19부터 반도체 실적 개선 가능
2019-03-11,삼성전자,005930,1Q19 영업이익 전망치 7 2조원 유지,"51,500",Buy,송명섭,하이투자증권,삼성전자(005930)1Q19 영업이익 전망치 7.2조원 유지매수 투자의견을 유지하나 적정주가는 소폭 하향 1Q19 영업이익 전망치 7.2조원 유지 2Q19 이익도 감소가 불가피할 듯
2019-03-07,피에스케이홀딩스,031980,피에스케이 삼성전자 비메모리 투자 확대의 최대 수혜,0,NotRated,박유악,키움증권,"피에스케이(031980)삼성전자 비메모리 투자 확대의 최대 수혜비메모리와 3D NAND 투자의 더블 모멘텀 삼성전자의 비메모리(DDI, CIS, Foundry) 투자 확대 수혜 역사적 저점의 주가 수준. 매수 기회"
2019-03-07,오이솔루션,138080,삼성전자의 5G 이동통신 기지국향 매출 본격화,0,-,이윤상,한국투자증권,오이솔루션(138080)삼성전자의 5G 이동통신 기지국향 매출 본격화네트워크 필수장비인 광 트랜시버 전문 기업 5G 투자로 실적 모멘텀 본격화
2019-03-05,삼성전자,005930,2분기 실적 바닥 형성 전망,"52,000",Buy,"김동원,황고운",KB증권,"삼성전자(005930)2분기 실적 바닥 형성 전망목표주가 52,000원, 투자의견 Buy 유지 1분기 추정 영업이익 8.0조원, -25.5% QoQ 반도체: 수요회복 전망은 불투명 vs. 설비투자 축소로 공급 조절"
2019-03-04,오이솔루션,138080,삼성전자 밸류체인 내 가장 큰 수혜,"25,000",Buy,"정지수,은경완",메리츠종금증권,"오이솔루션(138080)삼성전자 밸류체인 내 가장 큰 수혜삼성전자 밸류체인 내 가장 큰 수혜 글로벌 고객사를 다수 보유한 광트랜시버 업체 2019년 영업이익 159억원(+6,704% YoY) 전망"
2019-02-27,삼성전자,005930,OLED 전방 수요 확대,"52,000",Buy,"박유악,김소원",키움증권,삼성전자(005930)OLED 전방 수요 확대삼성전자(005930)OLED 전방 수요 확대
2019-02-21,삼성전자,005930,갤럭시 S10 Unpacked,0,-,"황민성,이종욱",삼성증권,삼성전자(005930)갤럭시 S10 Unpacked갤럭시 S10 Unpacked
2019-02-19,삼성전자,005930,Mid Quater update 회복의 시작,"53,000",Buy,"황민성,이준용",삼성증권,삼성전자(005930)Mid Quater update: 회복의 시작삼성전자(005930)Mid Quater update: 회복의 시작
2019-02-19,삼성전자,005930,실적 발표 이후,"56,000",Buy,"김경민,이진우",하나금융투자,삼성전자(005930)실적 발표 이후 연초 이후 삼성전자의 주가 랠리가 지속되는 가운데 반도체 부문에 대한 투자자 관심사는 2가지로 압축
2019-02-11,삼성전자,005930,반도체 턴어라운드 기대 속 쌓여가는 현금,"52,000",Buy,"박유악,김소원",키움증권,삼성전자(005930)반도체 턴어라운드 기대 속 쌓여가는 현금반도체 턴어라운드 기대 속 쌓여가는 현금
2019-02-07,삼성전자,005930,목표주가 56 000원으로 상향,"56,000",Buy,김경민,하나금융투자,"삼성전자(005930)목표주가 56,000원으로 상향목표주가 56,000원으로 상향"
2019-02-01,삼성전자,005930,Infra 투자 Cycle에 따른 주가 선반영,"52,000",Buy,노근창,현대차투자증권,삼성전자(005930)Infra 투자 Cycle에 따른 주가 선반영Infra 투자 Cycle에 따른 주가 선반영
2019-02-01,삼성전자,005930,2019년 1분기 하드랜딩으로 최악은 지나가는 중,"50,000",Buy,이수빈,대신증권,삼성전자(005930)2019년 1분기 하드랜딩으로 최악은 지나가는 중2019년 1분기 하드랜딩으로 최악은 지나가는 중
2019-02-01,삼성전자,005930,1분기가 바닥,"53,000",Buy,황민성,삼성증권,삼성전자(005930)1분기가 바닥1분기가 바닥
2019-02-01,삼성전자,005930,상반기보다는 나은 하반기와 시장 밸류에이션 상승,"53,000",Buy,이승우,유진투자증권,삼성전자(005930)상반기보다는 나은 하반기와 시장 밸류에이션 상승상반기보다는 나은 하반기와 시장 밸류에이션 상승
2019-02-01,삼성전자,005930,중장기로 봅시다,"58,000",Buy,어규진,이베스트증권,삼성전자(005930) 중장기로 봅시다삼성전자(005930) 중장기로 봅시다
2019-02-01,삼성전자,005930,,"46,400",Buy,김경훈,하나금융투자,삼성전자(005930)삼성전자(005930)
2019-02-01,삼성전자,005930,밸류에이션 상승으로 인한 주가상승은 크지 않을 듯,"52,000",Buy,유종우,한국투자증권,삼성전자(005930)밸류에이션 상승으로 인한 주가상승은 크지 않을 듯밸류에이션 상승으로 인한 주가상승은 크지 않을 듯
2019-02-01,삼성전자,005930,걱정되는 실적 고민되는 주가,"57,000",Buy,박원재,미래에셋대우,"삼성전자(005930) 걱정되는 실적, 고민되는 주가삼성전자(005930) 걱정되는 실적, 고민되는 주가"
2019-02-01,삼성전자,005930,우려가 반영된 주가 수준,"57,000",Buy,박원재,미래에셋대우,삼성전자(005930)우려가 반영된 주가 수준우려가 반영된 주가 수준
2019-02-01,삼성전자,005930,데이터포인트가 가리키는 곳,"52,000",Buy,"김선우,서승연",메리츠종금증권,삼성전자(005930)데이터포인트가 가리키는 곳데이터포인트가 가리키는 곳
2019-02-01,삼성전자,005930,2Q19 수요 회복 기대,"55,000",Buy,도현우,NH투자증권,삼성전자(005930)2Q19 수요 회복 기대2Q19 수요 회복 기대
2019-02-01,삼성전자,005930,이익 하향 조정의 끝자락,"52,000",Buy,김동희,KB증권,삼성전자(005930)이익 하향 조정의 끝자락이익 하향 조정의 끝자락
2019-02-01,삼성전자,005930,실적 개선은 2분기 이후,"53,000",Buy,김운호,IBK투자증권,삼성전자(005930)실적 개선은 2분기 이후실적 개선은 2분기 이후
2019-02-01,삼성전자,005930,어느새 비싸진 주가,"53,000",Buy,송명섭,하이투자증권,삼성전자(005930)어느새 비싸진 주가어느새 비싸진 주가
2019-02-01,삼성전자,005930,실제 업황과 주가에는 언제나 괴리가 있다,"52,000",Buy,이순학,한화투자증권,삼성전자(005930) 실제 업황과 주가에는 언제나 괴리가 있다삼성전자(005930) 실제 업황과 주가에는 언제나 괴리가 있다
2019-01-30,삼성전자,005930,스마트폰 IM 경쟁력 강화 기대,0,-,"김동원,황고운",KB증권,삼성전자(005930)스마트폰 (IM) 경쟁력 강화 기대스마트폰 (IM) 경쟁력 강화 기대
2019-01-22,삼성전자,005930,반도체 사업 경쟁력은 여전히 글로벌 넘버원,"52,000",Buy,이순학,한화투자증권,삼성전자(005930) 반도체 사업 경쟁력은 여전히 글로벌 넘버원삼성전자(005930) 반도체 사업 경쟁력은 여전히 글로벌 넘버원
2019-01-17,삼성전자,005930,1분기 실적 저점,"46,000",Buy,이재윤,유안타증권,삼성전자(005930) 1분기 실적 저점삼성전자(005930) 1분기 실적 저점
2019-01-16,삼성전자,005930,4분기 실적은 기대 이하 반등 속도는 예상보다 빨라질 수도,"53,000",Buy,김운호,IBK투자증권,"삼성전자(005930)4분기 실적은 기대 이하, 반등 속도는 예상보다 빨라질 수도4분기 실적은 기대 이하, 반등 속도는 예상보다 빨라질 수도"
2019-01-15,삼성전자,005930,1분기 영업이익 9 5조원 전망,"54,000",Buy,최도연,신한금융투자,삼성전자(005930)1분기 영업이익 9.5조원 전망1분기 영업이익 9.5조원 전망
2019-01-14,삼성전자,005930,시클리컬 다운사이클과 급격한 이익 훼손,"49,000",Buy,김선우,메리츠종금증권,삼성전자(005930) 시클리컬 다운사이클과 급격한 이익 훼손삼성전자(005930) 시클리컬 다운사이클과 급격한 이익 훼손
2019-01-14,삼성전자,005930,다운턴에서 더 강해지는 경쟁력,"48,000",Buy,이승우,유진투자증권,삼성전자(005930)다운턴에서 더 강해지는 경쟁력다운턴에서 더 강해지는 경쟁력
2019-01-09,삼성전자,005930,반도체 부문 실적 부진,"50,000",Buy,"도현우,서준현",NH투자증권,삼성전자(005930)반도체 부문 실적 부진반도체 부문 실적 부진
2019-01-09,삼성전자,005930,4Q18P 잠정 실적 컨센서스 대폭 하회,"48,000",Buy,"김양재, 문정윤",KTB투자증권,삼성전자(005930)4Q18P 잠정 실적: 컨센서스 대폭 하회4Q18P 잠정 실적: 컨센서스 대폭 하회
2019-01-09,삼성전자,005930,4분기 실적은 예상치 크게 하회,"53,000",Buy,김윤상,IBK투자증권,삼성전자(005930)4분기 실적은 예상치 크게 하회4분기 실적은 예상치 크게 하회
2019-01-09,삼성전자,005930,서버디램 수요가 사라졌다,"46,000",Buy,유종우,한국투자증권,삼성전자(005930)서버디램 수요가 사라졌다서버디램 수요가 사라졌다
2019-01-09,삼성전자,005930,4Q 잠정실적 부진해도 중국 리스크 완화는 눈앞에,"45,000",Buy,"김경민,김현수",하나금융투자,삼성전자(005930)4Q 잠정실적 부진해도 중국 리스크 완화는 눈앞에4Q 잠정실적 부진해도 중국 리스크 완화는 눈앞에
2019-01-09,삼성전자,005930,수요 급감 속의 실적 Shock,"50,000",Buy,박유악,키움증권,삼성전자(005930)수요 급감 속의 실적 Shock수요 급감 속의 실적 Shock
2019-01-09,삼성전자,005930,실적 기대치 하향,"53,000",Buy,어규진,이베스트증권,삼성전자(005930)실적 기대치 하향삼성전자(005930)실적 기대치 하향
2019-01-09,삼성전자,005930,Under Demand rather than Over Supply,"48,000",Buy,이승우,유진투자증권,삼성전자(005930)Under Demand rather than Over SupplyUnder Demand rather than Over Supply
2019-01-08,삼성전자,005930,4Q18 잠정실적 숫자 그 자체보다 두려운 향후궤적,0,-,"김선우,서승연",메리츠종금증권,삼성전자(005930)4Q18 잠정실적 – 숫자 그 자체보다 두려운 향후궤적삼성전자(005930)4Q18 잠정실적 – 숫자 그 자체보다 두려운 향후궤적
2019-01-07,삼성전자,005930,4Q18 Preview,"47,000",Buy,이재윤,유안타증권,삼성전자(005930)4Q18 Preview4Q18 Preview
2019-01-03,삼성전자,005930,Missing Demand,"49,000",Buy,이승우,유진투자증권,삼성전자(005930)Missing Demand삼성전자(005930)Missing Demand
2018-12-27,삼성전자,005930,락바텀 주가는 얼마일까,"45,000",Buy,"김경민,김록호",하나금융투자,삼성전자(005930)락바텀 주가는 얼마일까락바텀 주가는 얼마일까
2018-12-21,삼성전자,005930,내년 1분기 저점 형성 전망,"48,000",Buy,"김동원,황고운",KB증권,삼성전자(005930)내년 1분기 저점 형성 전망내년 1분기 저점 형성 전망
2018-12-21,삼성전자,005930,이익추정 하향조정 중,"53,000",Buy,"황민성,이경호",삼성증권,삼성전자(005930)이익추정 하향조정 중이익추정 하향조정 중
2018-12-17,삼성전자,005930,추운 겨울 잠시 쉬어가기,"54,000",Buy,"김양재,이동주",KTB투자증권,"삼성전자(005930)추운 겨울, 잠시 쉬어가기삼성전자(005930)추운 겨울, 잠시 쉬어가기"
2018-12-17,삼성전자,005930,새로운 Computing 시대를 위한 조정,"57,000",Buy,노근창,현대차투자증권,삼성전자(005930)새로운 Computing 시대를 위한 조정새로운 Computing 시대를 위한 조정
2018-12-17,삼성전자,005930,그래도 락바텀이 보인다,"47,000",Buy,"김경민,김록호",하나금융투자,삼성전자(005930)그래도 락바텀이 보인다그래도 락바텀이 보인다
